song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,mel_mean,mel_std,mel_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
Coal Chamber - Loco [OFFICIAL VIDEO] (128kbit_AAC).m4a,[129.19921875],159616,1596.16,0.4358029,0.29642853,0.08786987,0.48209038,0.26346076,0.06941157,0.25118086,0.14227264,0.020241505,3.1093316,19.211647,369.08737,0.8328113,45.06543,2030.8928,0.0135161625,1.8104227,3.2776303,0.11035063,0.048757073,0.002377252,2238.7873953082867,781.141876055162,610182.630526978,2158.7133606795574,618.003550472163,381928.3883961994,22.193148327548197,11.639107688635573,135.4688277876557,4373.856885219137,1706.787019179139,2913121.9288384104,1.498366730861075,1.8694128949679267,3.4947045718723646,-0.023791416964449825,0.1244806405855182,0.015495429880580962,0.11201840805195433,0.04874059124352626,0.002375645234768509,7.1109184e-06,0.09017599,0.008131709,0.00022652949,0.04844028,0.002346461,37.06276281179139,13.39707946535992,179.4817382011684
Coheed and Cambria - A Favor House Atlantic (Official Video) (128kbit_AAC).m4a,[83.35433468],100827,1244.7777777777778,0.397853,0.3010993,0.090660796,0.62957805,0.19519818,0.03810233,0.27904898,0.07392569,0.005465008,5.9040527,31.253553,976.78455,5.0464315,27.740355,769.5272,0.011563226,2.0533633,4.216301,0.16228047,0.036538098,0.0013350325,2406.1607952559884,608.3670862701377,370110.51165681717,2400.787579640065,340.2000139795489,115736.04951168527,22.143122899043746,12.122606598155116,146.95759073363394,5031.840406482803,1155.0650346915372,1334175.234366962,2.2569216436827793,2.4355473387056823,5.931890839076332,0.0039808410953893585,0.05241016415564148,0.002746825306821287,0.11427633090654024,0.050317218350210975,0.002531822462502808,-2.6018217e-06,0.1117888,0.012496736,-0.00026644228,0.08147241,0.0066377535,28.903683547493074,16.785200159561658,281.7429443965487
Coheed and Cambria - Blood Red Summer (128kbit_AAC).m4a,[75.99954044],65529,1056.9193548387098,0.42127064,0.29942694,0.0896565,0.45297477,0.26224077,0.068770215,0.25129205,0.1420762,0.020185646,1.1220121,8.779417,77.07817,-2.6260972,54.988842,3023.773,0.01529144,4.134712,17.095844,0.065423615,0.029711384,0.0008827664,2179.041755842645,880.9531034243622,776078.3704330149,2444.238539696401,495.3243351318393,245346.19697379862,21.603310125751825,11.134024379703048,123.96649888782183,4689.004979561726,1875.5009440824351,3517503.791254105,0.8265881134196712,1.0941233780341582,1.1971059663608772,0.01972018599277781,0.10792755795850618,0.011648357766886712,0.08186836360777863,0.056314193749124684,0.0031712884176139534,-1.0323666e-05,0.04647748,0.0021601564,-0.00017002285,0.041103415,0.0016894906,24.541619486504274,14.048015795853479,197.34674780054885
Coheed and Cambria - The Suffering (Video) (128kbit_AAC).m4a,[161.49902344],205310,1291.25786163522,0.46814373,0.2959456,0.0875838,0.58042026,0.2261902,0.051162004,0.27749237,0.079569556,0.006331314,0.33695212,1.8720887,3.5047162,-3.8707073,54.14194,2931.3499,0.013406188,2.8136096,7.9163995,0.03775083,0.012186978,0.00014852243,2584.9322586767385,903.2569851580797,815873.1812368634,2520.22701680653,474.23647885318064,224900.23787506326,21.049776234284092,11.895488465392962,141.502645830297,5413.683930860584,1649.025771390767,2719285.9947109143,0.52162666824696,0.6012461212775667,0.36149689835131843,-0.0059056702515855,0.06658165679970474,0.004433117022193668,0.1235948686629257,0.07974020195048634,0.006358499807104344,-7.2159924e-07,0.024902666,0.00062014273,-1.02203985e-05,0.020875068,0.00043576845,29.982948986722572,17.485807436439135,305.7534617042301
Cold (128kbit_AAC).m4a,[151.99908088],144109,1117.124031007752,0.5354621,0.25656617,0.0658262,0.55356646,0.23396686,0.054740492,0.27121106,0.09888321,0.00977789,12.83168,59.68193,3561.9326,7.2995505,20.959738,439.31058,0.0138125075,2.3479338,5.512793,0.24536847,0.059661824,0.0035595333,3070.418707421558,504.05987708555966,254076.35968750954,2768.1404302894616,287.55634422988084,82688.65110685374,20.963899376568243,11.915615233792574,141.98188639978966,6347.811615651606,967.8461514334864,936726.1728446111,3.863220401421823,4.241633404033865,17.99145393421592,0.03736592126770303,0.06985725704841143,0.004880036362327829,0.15524263647687694,0.05132216985431368,0.002633965118555024,-7.987085e-06,0.16456397,0.027081301,-1.9978377e-05,0.118123,0.013953044,25.93956933677864,14.886377490955025,221.60423480321245
Cold - Stupid Girl (128kbit_AAC).m4a,[92.28515625],75476,1033.9178082191781,0.44130766,0.28596103,0.08177371,0.5356192,0.22553432,0.05086573,0.27152115,0.09802848,0.009609583,2.7176142,18.287056,334.4164,1.4005225,39.650166,1572.1356,0.012926944,2.3625674,5.581725,0.104708925,0.043278698,0.0018730457,2648.09698403647,845.4113010818236,714720.2679968618,2521.1267800190158,544.7836867409394,296789.26533905,21.815986555767804,11.584850456845876,134.2087601074821,5428.492174650493,1692.4895522850443,2864520.8845940297,1.4093050481942635,1.6689918573585416,2.7855338199291144,0.022516545515129136,0.06372451709989699,0.004060814079615064,0.12657368662925697,0.05749079221480367,0.00330519118948573,9.1130016e-07,0.07576912,0.005740959,-2.095455e-05,0.052060243,0.0027102688,24.007524617152797,13.555542924058862,183.7527439660023
Cold by Crossfade (Lyrics) (128kbit_AAC).m4a,[151.99908088],190118,1302.1780821917807,0.45199212,0.2788697,0.0777683,0.4564713,0.252466,0.06373908,0.25755683,0.13037565,0.01699781,19.781675,116.20886,13504.5,7.595265,24.267319,588.9028,0.011742787,2.0775979,4.3164124,0.30029824,0.06339834,0.00401935,2573.522114713556,592.1146873551298,350599.80298166315,2492.088332671815,383.64012734032076,147179.74730569753,21.654721425789052,11.406480608298482,130.1077998674893,5193.310263430002,1279.804615796311,1637899.8546135435,4.223357667307874,4.468685921690672,19.969153866716415,-0.003215023653528975,0.11023909334570714,0.012152657701683531,0.11886473853521672,0.04265134007866184,0.0018191368105056652,-1.9285703e-06,0.23382765,0.054675367,-6.184836e-05,0.115878634,0.013427857,30.23651601279781,17.085061490861285,291.8993261465112
Collective Soul - Shine (Official HD Music Video) (152kbit_Opus).opus,[151.99908088],165818,1192.9352517985612,0.36405864,0.29266366,0.085652016,0.39233232,0.27634227,0.076365046,0.23365918,0.16951907,0.028736716,1.9964492,13.780272,189.89589,-2.0996592,56.528805,3195.5056,0.0038778828,3.5106664,12.324778,0.0876858,0.03129947,0.0009796569,1476.8230575772277,640.1388923928588,409777.80155395606,1901.1582256051202,624.0351370688139,389419.8522964934,22.421781437555364,10.545871207340037,111.21539952180359,3128.276917070796,1593.5117670683428,2539279.7517852723,1.0403649405645081,1.235539371051798,1.5265575374190723,-0.07074042669389224,0.14553627576237893,0.0211808075627832,0.05569127321981424,0.030970403233151467,0.0009591658764239988,-1.5133081e-06,0.068469524,0.0046880757,-4.0755607e-05,0.043849252,0.0019227569,27.699902445390624,16.054223728288786,257.73809951795073
Crawling [Official HD Music Video] - Linkin Park (128kbit_AAC).m4a,[103.359375],131628,1478.9662921348315,0.3303559,0.3039391,0.09237898,0.42683333,0.2733649,0.07472836,0.24116695,0.15865633,0.02517183,5.268304,39.207867,1537.2568,-1.4018773,48.645916,2366.4253,0.011061978,2.4795341,6.14809,0.13336073,0.09192867,0.00845088,2346.324468991503,683.4038319947836,467040.79758515436,2419.4647578812537,369.3534401656186,136421.9637621772,22.518200197096718,11.0792055507999,122.7487956368753,4732.279717885303,1531.9328185557122,2346818.1605680487,1.876601791803096,2.850789998097712,8.127003613253951,-0.01827566099238353,0.13109243768371356,0.017185227217858322,0.11262913754111842,0.05351765998836521,0.0028641399306302668,-6.8275374e-05,0.11569546,0.01338544,-0.00027148717,0.07580062,0.005745734,34.34153023006956,14.783869695280599,218.56280316703607
Creed - With Arms Wide Open (128kbit_AAC).m4a,[135.99917763],180200,1354.8872180451128,0.34018698,0.30125156,0.0907525,0.35426152,0.29895794,0.08937586,0.21349914,0.19429731,0.037751444,3.3649566,18.301277,334.93674,-2.1929722,72.50772,5257.369,0.009584274,1.9430896,3.775597,0.10843199,0.05247076,0.0027531807,911.385839896527,368.68809171087554,135930.90896940697,1244.4638466011147,378.44960433587227,143224.10302197828,25.663876909942857,12.362870584527645,152.8405690897789,1554.6322660180438,869.0950628382152,755326.2282497612,1.1592345568982492,1.4940240035711396,2.2321077232467363,0.07447328319556142,0.18802966845462885,0.03535515621915764,0.0452143902380031,0.021251132022099595,0.00045161061222070677,2.224731e-06,0.102566734,0.010519935,-0.000114373586,0.034619596,0.0011985163,31.46041975687518,16.511124231975398,272.6172234037252
Creed - with arms wide open (lyrics) (128kbit_AAC).m4a,[135.99917763],175242,1401.936,0.3363984,0.30547702,0.093316205,0.34661752,0.2958953,0.08755404,0.21397051,0.19377808,0.037549946,2.0896106,17.26433,298.05707,-4.0981774,72.07482,5194.7803,0.010967514,2.2140715,4.902113,0.08067488,0.051667128,0.0026694923,1391.3409854084975,965.5851023172827,932354.5898170774,1860.1575275572097,854.1073550469025,729499.3739452156,24.64551703613179,10.128822491073914,102.59304505568477,2948.857168664135,2453.810172701674,6021184.36365422,0.8323684567335962,1.2213959183095056,1.4918079892631206,0.07715925157703081,0.1783686521738145,0.031815376078303224,0.05732788463864164,0.046963742438307005,0.002205593103811638,9.58026e-05,0.07933759,0.0062944526,0.00045519276,0.03227861,0.0010419085,32.55289034013606,15.928354819354015,253.7124872512383
Crime Mob - Knuck If You Buck (Video) (152kbit_Opus).opus,[99.38401442],128985,1302.878787878788,0.35617357,0.3281592,0.10768847,0.5090473,0.26812533,0.07189119,0.26413956,0.11646306,0.013563644,6.6617646,78.887794,6223.284,-6.718076,49.88463,2488.4763,0.010499595,5.7329974,32.86726,0.13842127,0.11346192,0.012873607,3293.7897735702923,1179.7884851447532,1391900.8696801516,2635.823205699537,564.5233299730279,318686.5900838361,22.905580963172998,12.586018315200644,158.40785703056605,6458.665112002346,1703.579085628455,2902181.7009906825,1.7214918557723182,2.8533726235702845,8.141735328940369,0.018481600510641016,0.08128198244080923,0.006606760669508018,0.18570881657556115,0.10392559128330842,0.010800528523585269,0.0001765168,0.12250577,0.0150076635,-0.00018732132,0.10574233,0.01118144,30.25278636707208,16.93984102565599,286.95821397449777
Crossfade - Cold (128kbit_AAC).m4a,[151.99908088],182620,1277.062937062937,0.47133508,0.27440155,0.0752962,0.5015772,0.24998794,0.062493972,0.26393318,0.116929896,0.013672601,5.6026216,34.656075,1201.0435,1.5366094,45.444515,2065.204,0.013061322,2.1045997,4.4293404,0.14767173,0.077269085,0.005970511,2662.781158243576,636.1811969995905,404726.5154158318,2540.885027079319,341.2339047290956,116440.57773666552,21.449676923384605,11.878647886921586,141.10227562146665,5412.992268376306,1273.686368794553,1622276.966053054,2.175535772503155,2.7561502379371516,7.596364134081019,-0.001678200044356771,0.09805254591172831,0.009614301759771588,0.1308697679832624,0.05173178234267273,0.0026761773043496658,-9.684029e-05,0.12371318,0.015304952,-6.8843976e-05,0.06701686,0.0044912603,29.653343481914913,16.66470488131597,277.71238878135637
Crossfade - Colors (Video) (128kbit_AAC).m4a,[184.5703125],230459,1302.0282485875707,0.32442102,0.29560238,0.08738076,0.39520553,0.28249514,0.07980351,0.23200925,0.17177033,0.029505046,3.0551033,20.519068,421.03214,-5.5767465,52.36057,2741.6292,0.012194565,2.4420133,5.963429,0.10602158,0.06026481,0.0036318472,2041.2213671767538,986.041717671246,972278.2689880612,1895.3033631219892,683.2922538166537,466888.3041258423,24.652936137696965,11.349936806189023,128.82106550448427,3854.7391909194803,1853.3530742017936,3434917.6176532386,1.4586392559249757,2.0322023876413495,4.129846544335202,0.017029335337583988,0.15959855588320476,0.025471699040004434,0.11002144355892028,0.07194195280123898,0.005175644572855697,-1.6793912e-05,0.095045365,0.009033621,-0.00014842777,0.048109803,0.0023145531,30.233036883303228,16.79633251335487,282.1167858991819
Dan Green - Leatherface - Powerlifting Motivation (192kbit_AAC).m4a,[92.28515625],102925,1196.8023255813953,0.5538195,0.2665447,0.07104607,0.5628248,0.24809174,0.061549515,0.26632762,0.11136845,0.012402931,2.3943763,25.224775,636.2893,-1.4755563,61.03544,3725.3247,0.014909379,2.3424125,5.4868965,0.07695828,0.07188213,0.00516704,1915.4979815850388,909.2092103397001,826661.3881665411,2067.1242787775786,712.1410133943091,507144.8229582736,20.295389025582278,12.352825501639773,152.59229787396188,4001.6508025650637,2022.1212595410948,4088974.388288064,1.0421708637540816,1.8073087840753206,3.266365040995814,-0.0002780277474141838,0.07379000304394248,0.005444964549225041,0.09131974258659056,0.08425092733840595,0.007098218757381359,5.97675e-06,0.07937027,0.006299639,3.2283344e-05,0.03990819,0.0015926635,27.789695723250546,15.853994527593144,251.34914248095336
Dan Green _Indestructible_ (192kbit_AAC).m4a,[89.10290948],110694,1257.8863636363637,0.56178045,0.25768015,0.06639906,0.41290772,0.304469,0.09270136,0.22000834,0.18689479,0.034929663,15.843949,95.36422,9094.334,6.8498254,53.92594,2908.007,0.015836485,2.0275393,4.1109157,0.25059345,0.09963599,0.009927331,1758.334740897464,1075.03334832305,1155696.700006668,2020.6304701449171,728.0657257314684,530079.7009848898,22.105894039239935,12.88829897908299,166.10825057423165,3661.4278598466526,2387.000489050304,5697771.334726391,3.179724463035813,4.210562748859846,17.728838662086176,-0.019432423445407444,0.204717658634289,0.04190931975670529,0.07404074654121517,0.05737889285570209,0.0032923373453461404,-2.922381e-07,0.20759034,0.04309375,3.9306604e-05,0.09485938,0.008998302,29.20806431663575,17.021103794123317,289.71797437031915
DBZ-How You Remind Me (128kbit_AAC).m4a,[86.1328125],57467,926.8870967741935,0.39346325,0.2914883,0.08496543,0.3993369,0.2646788,0.070054874,0.24587129,0.15126348,0.02288064,1.1687684,6.0779862,36.941917,-2.0737557,43.80506,1918.8834,0.013810339,2.4715452,6.1085362,0.07141719,0.023985539,0.00057530607,2607.683719681973,859.9771012906829,739560.6147443255,2537.5220636647346,461.1946205797434,212700.4780516935,22.84991108907431,11.597406120585067,134.49982872578397,5492.608453614793,1540.777342126729,2373994.8180111074,1.0145017070936864,1.201544175050944,1.443708404598853,0.02126363381978733,0.13593646684051872,0.01847872301708344,0.12468140782217492,0.07179396283771443,0.00515437309994312,-9.813979e-08,0.054732297,0.0029956242,-7.9908176e-07,0.032167856,0.001034771,21.522276351400777,12.247126164924605,149.99209929958087
Deftones - Back To School (Mini Maggit) (Official Music Video) _ (Live Video) _ Warner Vault (128kbit_AAC).m4a,[117.45383523],88593,995.4269662921348,0.47045305,0.2887184,0.08335832,0.47327504,0.24564198,0.060339984,0.26102984,0.1232751,0.01519675,1.3913765,6.2483206,39.041508,-2.65622,44.454052,1976.1626,0.014061962,2.1082907,4.44489,0.080418915,0.030592106,0.000935877,2618.1203080283626,631.5737339330643,398885.3813941531,2242.665249394542,563.9160409681058,318001.3012611424,21.664235146448426,11.612454134614314,134.8490910285211,4940.85345666844,1454.8483617179365,2116583.755593364,1.348973895614258,1.5784145084414551,2.4913923604584802,0.03517386631436839,0.1130812684757094,0.01278737328007547,0.15825905814628483,0.0479837949754996,0.002302444580250781,-3.8938284e-05,0.05634239,0.0031744647,-0.00019372306,0.042570334,0.0018122334,23.11376901322327,13.196678942775112,174.15233511868405
Deftones - Be Quiet And Drive (Far Away) (Official Video) [HD Remaster] (128kbit_AAC).m4a,[92.28515625],117227,1332.125,0.5403832,0.25795633,0.06654146,0.55522156,0.21722226,0.047185507,0.27236372,0.095662646,0.009151342,2.5767243,13.241503,175.3374,0.67962426,38.693615,1497.1958,0.012697149,1.3933539,1.9414351,0.10702418,0.043429457,0.0018861176,2810.2122177659808,403.36408177530933,162702.5824664384,2339.0545393007965,379.43409379877124,143970.23153689475,21.140846488177388,11.780371180435736,138.77714514884084,5116.489894618929,743.3365415290165,552549.2139723192,1.8074624961012586,2.0744706121143706,4.303428320526172,-0.027987221064988924,0.06681329807463082,0.004464016799609467,0.17065467480166407,0.05963375181201197,0.0035561843551766407,0.000114215196,0.08167425,0.0066706827,0.0004759264,0.045852114,0.0021024162,30.931882086167807,16.75980766137946,280.8911528464337
Deftones - Change (In The House Of Flies) [Official Music Video] (128kbit_AAC).m4a,[135.99917763],96832,978.10101010101,0.3921065,0.2999173,0.08995039,0.44818613,0.26981232,0.07279869,0.24475114,0.1530693,0.02343021,1.8595273,11.018128,121.39916,-2.686567,58.347965,3404.485,0.014328304,2.7454875,7.537701,0.08599706,0.036068097,0.0013009077,1733.146077828621,829.5710158508759,688188.0703398543,1946.5010346439506,636.1030373357918,404627.07410781964,22.930519471702855,10.343119631824923,106.98012371824211,3406.6210672951333,1949.7632637938086,3801576.784839885,1.1420277945438833,1.4600216674210604,2.131663269338974,0.053683875187590574,0.12207564580066604,0.014902463297649673,0.0782540619557856,0.04920642338889664,0.0024212721027273548,-8.040237e-06,0.07353679,0.0054076593,-0.00010668821,0.037247956,0.0013874102,22.711461096223005,12.754166947276278,162.66877451899472
Deftones - Knife Party (128kbit_AAC).m4a,[151.99908088],188643,1283.2857142857142,0.39423627,0.2946283,0.08680583,0.37846914,0.27192274,0.07394197,0.23324668,0.1700862,0.02892932,9.767161,73.32841,5377.055,-2.7752793,40.883133,1671.4307,0.0137939025,2.0055137,4.0220847,0.18702362,0.10381659,0.010777885,2154.6868266147253,821.4835902170154,674835.2889958373,1990.5862285911398,669.7915724069882,448620.7504674256,22.903488752705044,11.436679540067834,130.7976389022062,4190.703826053962,1673.851418292591,2801778.570520119,2.5954003037592184,3.3540746681416778,11.249816879469705,0.001579363073297427,0.15393907114947408,0.023697237626362846,0.10684893817724458,0.05715192956111143,0.003266343052558243,-3.970611e-05,0.17308569,0.029958656,-9.091729e-05,0.07777638,0.006049165,29.797836086815682,17.054442611816,290.8540127997254
Deftones ft. Maynard - Passenger (128kbit_AAC).m4a,[103.359375],83796,1995.142857142857,0.4257446,0.28776002,0.082805835,0.5729822,0.2645915,0.07000865,0.2660576,0.112011954,0.012546677,2.590303,33.096348,1095.3682,-8.173079,56.29945,3169.628,0.008572727,1.7124141,2.932362,0.0920856,0.065907724,0.0043438277,1861.337379142419,987.4596386058672,975076.53787563,1733.1798821206798,664.3037543926838,441299.47810021514,21.570659009819334,11.039668911946013,121.87428968538725,3411.5460375145126,1991.3509216104283,3965478.492998702,1.4255870312907164,2.0579959249730235,4.23534722720557,0.01115063046950575,0.09589095229085819,0.00919507473124764,0.10929091131724071,0.07058122535231999,0.004981709372234979,-1.9121555e-05,0.060208786,0.003625098,-0.000101151345,0.07766134,0.006031284,46.327126660187886,7.719082313817347,59.58423176748778
Deftones Minerva (128kbit_AAC).m4a,[123.046875],151871,1276.2268907563025,0.42090294,0.29231852,0.08545011,0.4524951,0.2773028,0.07689684,0.2423115,0.15690276,0.024618477,4.0868416,20.244911,409.8564,-0.6764461,46.367012,2149.9,0.014755124,1.7119019,2.930608,0.13125868,0.052148845,0.002719502,2077.18774970533,714.8558135840269,511018.8342148811,1983.1637654427573,622.3770832024464,387353.233695585,23.400112883418647,11.305661940843702,127.81799192064177,3997.2091627563855,1504.4450762727508,2263354.987521323,2.040125897605809,2.4600742660834696,6.051965394646121,-0.05010134020812424,0.1405671752255027,0.019759130750877176,0.11010156401170666,0.03715600426683636,0.0013805686530771618,1.0895185e-06,0.108268045,0.01172197,9.74832e-05,0.050619345,0.0025623182,29.633930524590788,16.828886660698284,283.2114262386287
Deftones-Change (128kbit_AAC).m4a,[135.99917763],97545,985.3030303030303,0.3912977,0.30121353,0.090729594,0.47939134,0.26579022,0.07064444,0.24990472,0.14450248,0.020880966,11.445078,69.491714,4829.098,1.9499806,45.46199,2066.7925,0.01261804,2.6906796,7.239756,0.21395619,0.09217218,0.008495711,1877.779873878694,918.8310726523221,844250.5400714168,2060.7907899764946,665.2854057598171,442604.6711170044,22.606846906096262,10.44702441336055,109.14031909335135,3749.177329237616,2138.5072174377933,4573213.119033534,2.8622312247268353,3.6785317694417508,13.531595978792259,0.03179740602166389,0.10625829255189977,0.011290824736045117,0.08578689622436146,0.05659199589435595,0.0032026539993068007,1.3088526e-05,0.18138567,0.03290076,0.00023444946,0.096846305,0.009379206,22.87869167869168,12.74122032556403,162.33869538456594
Demi Lovato – Sorry Not Sorry (Lyrics) 🎵 (128kbit_AAC).m4a,[143.5546875],175787,1406.296,0.3637632,0.31128427,0.09689789,0.42317072,0.26816532,0.07191264,0.2564236,0.1325906,0.017580269,4.2206473,58.717236,3447.7136,-5.0861907,47.40774,2247.494,0.011853895,3.1563876,9.962783,0.111049026,0.083623745,0.00699293,2614.6950154941587,1127.4196186147904,1271074.9964375196,2537.3185921813597,695.1803094992716,483275.66271550313,23.2934267821128,11.096582415920572,123.13414131331766,5416.288081780307,2364.5299410379803,5591001.842065075,1.1810839903179524,1.561273885122739,2.437576144366252,-0.004952591973911863,0.12154201049611392,0.014772460315437467,0.12745368886658281,0.0904521705278613,0.008181595153201299,1.02994945e-05,0.11452146,0.013115165,3.9486535e-05,0.057316244,0.003285152,32.654129342403635,15.027916768667032,225.83828240598373
Devil's Night-Motionless In White (lyrics) (128kbit_AAC).m4a,[135.99917763],152227,1208.1507936507937,0.5297433,0.25922897,0.06719966,0.6160678,0.2059672,0.04242249,0.27727786,0.08031387,0.006450318,18.902704,81.84357,6698.369,8.984194,22.872925,523.1707,0.013188007,1.8227028,3.3222454,0.30136114,0.045548115,0.0020746307,2633.253172557758,389.035218471582,151348.40121123154,2493.352742646792,263.4548454392193,69408.45558540292,19.838380303468185,12.0328881224158,144.79039656657525,5310.69288696667,836.26579709064,699340.4833836436,4.981347853452935,5.182823088983838,26.861655171703973,0.0047613327087014,0.05951262858804069,0.003541752961458078,0.13027037629402088,0.034109451980793466,0.0011634547144300552,-4.25022e-05,0.19392292,0.037606098,-8.409956e-05,0.14083284,0.01983389,28.05320663715221,16.163788696514352,261.26806502556514
"Diplomats feat Camron, Jim Jones & Santana - crunk music (128kbit_AAC).m4a",[103.359375],132055,1282.0873786407767,0.43492928,0.3093372,0.095689505,0.43893325,0.27958158,0.07816586,0.24462792,0.15326613,0.023490509,13.709825,111.12351,12348.435,2.8508747,33.72794,1137.5739,0.013484857,3.1580205,9.973093,0.2149627,0.11968774,0.014325157,2182.239857755032,857.917069809797,736021.698671028,2229.5628742525646,403.9230992696598,163153.87012360746,24.38144218756704,14.080527735098197,198.26126129886958,4503.006104271479,1592.861218952826,2537206.8628438828,2.5881317602093525,3.24056324498784,10.50125014476612,-0.009106257636630168,0.1118800143908638,0.012517137620099891,0.1086809376814048,0.08417761162464994,0.007085870298830402,6.427758e-06,0.1642852,0.026989628,-1.3136139e-05,0.14223322,0.020230291,29.77001078748652,17.089453847313518,292.04943279945877
Disturbed - Criminal (128kbit_AAC).m4a,[103.359375],134616,1306.9514563106795,0.5434297,0.2502612,0.06263066,0.6150615,0.20382908,0.041546296,0.27643982,0.08315262,0.0069143586,15.508768,86.4807,7478.911,7.6240964,23.298574,542.82355,0.00900957,1.9494073,3.8001888,0.26396266,0.06286949,0.003952573,2698.6052471482353,542.0866464423259,293857.9322510872,2497.790194938601,329.8024987815033,108769.6882025235,20.829881563713073,11.941700901825019,142.60422042864846,5490.408466917812,1004.9188370822425,1009861.8691227265,3.941384025023048,4.206339186875477,17.69328935504425,-0.014162279136664836,0.05720561441222816,0.0032724823202805267,0.13427942234665247,0.039441716786242864,0.001555649023046192,2.0287903e-06,0.18682368,0.03490309,0.00024138477,0.11880972,0.014115751,30.34735354335909,17.177478342786404,295.0657622168959
Disturbed - down with the sickness (128kbit_AAC).m4a,[117.45383523],103268,1087.0315789473684,0.549322,0.27464053,0.07542742,0.6066326,0.21884494,0.047893103,0.2748369,0.088306405,0.0077980217,15.862959,105.2552,11078.657,6.5232816,35.362633,1250.5157,0.015834726,3.5719275,12.758666,0.25804445,0.07079517,0.005011956,2108.6812528443425,820.4631520058798,673159.7837994234,2304.494325295814,454.3820964053165,206463.0895336903,20.688609139146838,12.551026708910184,157.5282714477768,4469.177142163918,1664.5986059165446,2770888.5188193033,3.0384050177678414,3.6813042182448794,13.552000747267543,0.014352005225498607,0.05366392206800683,0.0028798165317211106,0.07704696419069272,0.056345797666803074,0.003174848914708311,-3.780291e-06,0.20902553,0.043691672,-1.83164e-06,0.1057561,0.0111843515,25.240823964673588,14.624888925309019,213.8873760776264
Disturbed - Down With The Sickness (Official Music Video) [HD UPGRADE] (128kbit_AAC).m4a,[117.45383523],67006,893.4133333333333,0.53151387,0.2828428,0.08000004,0.57659835,0.23270641,0.054152276,0.2708036,0.09999367,0.009998734,12.166968,71.124825,5058.74,6.15053,35.7635,1279.0278,0.012760172,3.095086,9.579557,0.2273085,0.058730777,0.0034493043,2139.9723360700586,853.1622708079965,727885.8603302571,2264.206939354092,541.322701244971,293030.26688315213,20.728894839029845,12.132919058628021,147.20772488321904,4466.2771596997145,1654.601406469163,2737705.814289733,2.8789264641062653,3.288213507642316,10.812348071841383,0.01100165637003613,0.060481127196657374,0.0036579667469782483,0.08667143358165634,0.06086120872994106,0.0037040867280694538,3.998494e-06,0.17588799,0.030936584,0.00015921016,0.09496479,0.00901831,20.745017082388514,11.537109884590912,133.10490448912532
Disturbed - Haunted [Lyrics] (128kbit_AAC).m4a,[117.45383523],147505,1282.6521739130435,0.48167324,0.28709438,0.08242319,0.5534722,0.24662212,0.060822465,0.26471746,0.11514341,0.0132580055,12.409353,79.01563,6243.4697,4.0883,40.365475,1629.3715,0.013744543,2.6439826,6.990644,0.21054634,0.10887178,0.011853064,2103.0034807536326,839.0776335383015,704051.2751042361,2295.099815271851,452.48161453086186,204739.61148845544,21.427359685095954,12.559386345632387,157.73818537885725,4550.797481950222,1558.3713499723112,2428521.2644145237,2.7843067111209967,3.669618323146093,13.466098637569543,-0.023925636438002818,0.08516844550682309,0.007253664110048695,0.08751326522590944,0.07097715344114333,0.005037756310607606,-4.056651e-06,0.16268378,0.026466014,0.0002080153,0.10683253,0.011413189,29.783125308094252,16.94934874756023,287.28042296642155
Disturbed - Immortalized [Official Lyrics Video] (128kbit_AAC).m4a,[99.38401442],111073,1194.3333333333333,0.4937552,0.2753617,0.07582406,0.6039115,0.21735603,0.04724364,0.27206182,0.09651788,0.009315701,23.909136,116.593544,13594.054,8.704163,22.000137,484.006,0.011916723,1.8846143,3.5517714,0.32814673,0.068781525,0.0047308984,2659.845173821049,408.9624612805499,167250.29473664527,2650.098290318285,252.38227958459953,63696.81504831897,20.70754021975764,11.77240775539056,138.5895843591798,5722.727895447344,886.1902520148836,785333.1627662029,5.008674647197055,5.320217336911355,28.304712511972152,0.013364205128264275,0.048324594529129836,0.002335266436404805,0.11803141024090558,0.03381766458518323,0.0011436344379959563,-5.0692056e-06,0.23435381,0.054921705,-0.00035143385,0.14343156,0.020572612,27.732365835222986,16.25915725794545,264.36019473860017
